rank	lemma	upos	count	per_million
789	predsjedništvo	NOUN	140529	151.94
790	brz	ADJ	140376	151.78
791	element	NOUN	140347	151.75
792	pozvati	VERB	140338	151.74
793	krv	NOUN	140234	151.62
794	jesti	VERB	140216	151.61
795	ovako	ADV	139821	151.18
796	ponašanje	NOUN	139566	150.90
797	k	NOUN	139439	150.76
798	javljati	VERB	139361	150.68
799	opći	ADJ	139295	150.61
800	sasvim	ADV	139123	150.42
801	kriza	NOUN	138959	150.25
802	navesti	ADJ	138800	150.07
803	prisutan	ADJ	138708	149.97
804	krivični	ADJ	138586	149.84
805	finansijski	ADJ	138379	149.62
806	jasno	ADV	137750	148.94
807	budžet	NOUN	137420	148.58
808	uživati	VERB	136909	148.03
809	stanovništvo	NOUN	136513	147.60
810	bol	NOUN	136409	147.49
811	nuditi	VERB	136118	147.17
812	jučer	ADV	135884	146.92
813	bod	NOUN	135720	146.74
814	stručnjak	NOUN	135622	146.64
815	pismo	NOUN	135439	146.44
816	san	NOUN	135368	146.36
817	m	X	135275	146.26
818	regija	NOUN	135230	146.21
819	lijek	NOUN	135209	146.19
820	presuda	NOUN	135201	146.18
821	provesti	VERB	135108	146.08
822	tehnologija	NOUN	134266	145.17
823	ozbiljan	ADJ	134020	144.91
824	sutra	ADV	133938	144.82
825	upotreba	NOUN	133597	144.45
826	upoznati	VERB	133463	144.30
827	profesor	NOUN	133441	144.28
828	prijava	NOUN	133308	144.14
829	razumjeti	VERB	133235	144.06
830	duh	NOUN	133153	143.97
831	vid	NOUN	133022	143.83
832	of	X	133018	143.82
833	povećanje	NOUN	132953	143.75
834	vršiti	VERB	132529	143.29
835	vanjski	ADJ	132355	143.11
836	uvjet	NOUN	132100	142.83
837	virus	NOUN	132064	142.79
838	električan	ADJ	131925	142.64
839	čitati	VERB	131833	142.54
840	musliman	NOUN	131696	142.39
841	članak	NOUN	131607	142.30
842	bogat	ADJ	131460	142.14
843	vrh	NOUN	131456	142.13
844	privatan	ADJ	130548	141.15
845	e	X	130327	140.91
846	pošto	SCONJ	130306	140.89
847	djelovanje	NOUN	130101	140.67
848	naselje	NOUN	129805	140.35
849	industrija	NOUN	129671	140.20
850	sredina	NOUN	129502	140.02
851	otvoriti	ADJ	129438	139.95
852	sustav	NOUN	129405	139.92
853	doba	NOUN	129308	139.81
854	čitav	ADJ	129147	139.64
855	struktura	NOUN	129008	139.49
856	vijek	NOUN	128689	139.14
857	svakako	ADV	128683	139.14
858	sarajevski	ADJ	128611	139.06
859	sestra	NOUN	128311	138.73
860	osigurati	VERB	128241	138.66
861	medicinski	ADJ	128233	138.65
862	tuzlanski	ADJ	128055	138.46
863	ogroman	ADJ	127988	138.38
864	održavanje	NOUN	127830	138.21
865	metoda	NOUN	127665	138.03
866	uključivati	ADV	127548	137.91
867	omogućiti	VERB	127418	137.77
868	služben	ADJ	127314	137.66
869	pojedinac	NOUN	127260	137.60
870	obrana	NOUN	127173	137.50
871	protekao	ADJ	126960	137.27
872	izmjena	NOUN	126841	137.14
873	iskoristiti	VERB	126345	136.61
874	auto	NOUN	126211	136.46
875	normalan	ADJ	126156	136.40
876	tijekom	ADP	126015	136.25
877	pacijent	NOUN	125975	136.21
878	stanovnik	NOUN	125671	135.88
879	džamija	NOUN	125582	135.78
880	beba	NOUN	125199	135.37
881	rizik	NOUN	125106	135.27
882	pokret	NOUN	124547	134.66
883	unutar	ADP	124527	134.64
884	generacija	NOUN	124310	134.41
885	inicijativa	NOUN	124297	134.39
886	milijun	NOUN	124246	134.34
887	kvalitetan	ADJ	124163	134.25
888	zaključak	NOUN	124064	134.14
889	šansa	NOUN	124024	134.10
890	riješiti	VERB	123949	134.02
891	da	PART	123804	133.86
892	stvoriti	VERB	123635	133.68
893	pojava	NOUN	123608	133.65
894	stanica	NOUN	123603	133.64
895	more	NOUN	123578	133.62
896	detalj	NOUN	123492	133.52
897	pozivati	VERB	123470	133.50
898	ulje	NOUN	123465	133.49
899	korištenje	NOUN	123384	133.41
900	stvarati	VERB	123272	133.28
901	posao	ADP	123162	133.17
902	osjećaj	NOUN	123130	133.13
903	objasniti	VERB	123045	133.04
904	fizički	ADJ	122713	132.68
905	list	NOUN	122603	132.56
906	lider	NOUN	122528	132.48
907	nedavno	ADV	122469	132.42
908	festival	NOUN	122427	132.37
909	krug	NOUN	122378	132.32
910	značaj	NOUN	122314	132.25
911	karijera	NOUN	122281	132.21
912	sadržati	VERB	121759	131.65
913	pokrenuti	VERB	121474	131.34
914	primiti	VERB	121397	131.26
915	nadležan	ADJ	121358	131.22
916	portal	NOUN	121236	131.08
917	platiti	VERB	120937	130.76
918	kolega	NOUN	120934	130.76
919	soba	NOUN	120720	130.53
920	obitelj	NOUN	120712	130.52
921	internet	NOUN	120606	130.40
922	čas	NOUN	120517	130.31
923	komunikacija	NOUN	120436	130.22
924	zaboraviti	VERB	120326	130.10
925	učiti	VERB	120317	130.09
926	osam	NUM	120126	129.88
927	mijenjati	VERB	120070	129.82
928	kantonalan	ADJ	120023	129.77
929	stati	VERB	119859	129.59
930	opština	NOUN	119858	129.59
931	in	X	119730	129.46
932	unutrašnji	ADJ	119576	129.29
933	uputiti	VERB	119196	128.88
934	nastati	VERB	119188	128.87
935	genocid	NOUN	119120	128.80
936	nasilje	NOUN	119117	128.79
937	dobivati	VERB	118761	128.41
938	dolazak	NOUN	118748	128.39
939	oružje	NOUN	118611	128.25
940	odgovoran	ADJ	118447	128.07
941	reakcija	NOUN	118320	127.93
942	pružati	VERB	118305	127.91
943	neophodan	ADJ	118225	127.83
944	služiti	VERB	118189	127.79
945	obično	ADV	118176	127.77
946	pokušaj	NOUN	117977	127.56
947	volja	NOUN	117858	127.43
948	postajati	VERB	117717	127.28
949	princip	NOUN	117686	127.25
950	umrijeti	VERB	117567	127.12
951	političar	NOUN	117198	126.72
952	iznad	ADP	117131	126.65
953	upravljanje	NOUN	116936	126.43
954	jednostavan	ADJ	116796	126.28
955	posjetiti	VERB	116759	126.24
956	pregled	NOUN	116656	126.13
957	V	NOUN	116559	126.03
958	gradonačelnik	NOUN	116307	125.75
959	otvoren	ADJ	116277	125.72
960	šef	NOUN	116263	125.71
961	C	X	116184	125.62
962	preuzeti	VERB	116136	125.57
963	stvaranje	NOUN	115973	125.39
964	provoditi	VERB	115909	125.32
965	turnir	NOUN	115849	125.26
966	most	NOUN	115777	125.18
967	vrijedan	ADJ	115621	125.01
968	brzina	NOUN	115591	124.98
969	piti	VERB	115538	124.92
970	uređaj	NOUN	115489	124.87
971	napustiti	VERB	115431	124.81
972	publika	NOUN	115415	124.79
973	javiti	VERB	115170	124.52
974	milijarda	NOUN	115046	124.39
975	trgovina	NOUN	115033	124.38
976	telefon	NOUN	114977	124.32
977	obratiti	VERB	114937	124.27
978	korist	NOUN	114864	124.19
979	standard	NOUN	114798	124.12
980	serija	NOUN	114374	123.66
981	naučiti	VERB	114262	123.54
982	osiguranje	NOUN	114131	123.40
983	gdje	SCONJ	113845	123.09
984	pripadati	VERB	113814	123.06
985	čovek	NOUN	113807	123.05
986	pojam	NOUN	113511	122.73
987	nauka	NOUN	113480	122.70
988	nažalost	ADV	113460	122.68
989	izazov	NOUN	113442	122.66
990	zaključiti	VERB	113431	122.64
991	govor	NOUN	113385	122.59
992	zatvor	NOUN	113363	122.57
993	izvršiti	VERB	113332	122.54
994	centralan	ADJ	112976	122.15
995	kako	ADV	112912	122.08
996	općinski	ADJ	112849	122.02
997	operacija	NOUN	112836	122.00
998	vraćati	VERB	112774	121.93
999	sretan	ADJ	112556	121.70
1000	pandemija	NOUN	112509	121.65
1001	brat	NOUN	112405	121.54
1002	prostorija	NOUN	112399	121.53
1003	mart	NOUN	111971	121.07
1004	ukupno	ADV	111923	121.01
1005	planirati	VERB	111893	120.98
1006	razmišljati	VERB	111842	120.93
1007	započeti	VERB	111830	120.91
1008	fond	NOUN	111631	120.70
1009	lokacija	NOUN	111593	120.66
1010	jedinstven	ADJ	111581	120.64
1011	priznati	VERB	111578	120.64
1012	živ	ADJ	111538	120.60
1013	predstava	NOUN	111389	120.44
1014	pravda	NOUN	111346	120.39
1015	poslovanje	NOUN	111263	120.30
1016	podsjetiti	VERB	111124	120.15
1017	budući	ADJ	111043	120.06
1018	realizacija	NOUN	111000	120.02
1019	faktor	NOUN	110622	119.61
1020	razina	NOUN	110564	119.54
1021	bošnjački	ADJ	110371	119.34
1022	gubitak	NOUN	110207	119.16
1023	imovina	NOUN	110060	119.00
1024	predstaviti	VERB	109852	118.77
1025	uskoro	ADV	109826	118.75
1026	kampanja	NOUN	109807	118.73
1027	prihod	NOUN	109747	118.66
1028	istorija	NOUN	109676	118.58
1029	ured	NOUN	109615	118.52
1030	nedostatak	NOUN	109604	118.51
1031	smanjiti	VERB	109598	118.50
1032	niti	PART	109455	118.35
1033	moderan	ADJ	109166	118.03
1034	čist	ADJ	109117	117.98
1035	djevojka	NOUN	108937	117.79
1036	stalno	ADV	108854	117.70
1037	istraga	NOUN	108851	117.69
1038	petak	NOUN	108834	117.67
1039	dodavati	VERB	108787	117.62
1040	održavati	VERB	108767	117.60
1041	nada	NOUN	108715	117.55
1042	teritorij	NOUN	108702	117.53
1043	status	NOUN	108637	117.46
1044	najaviti	VERB	108602	117.42
1045	civilan	ADJ	108525	117.34
1046	motor	NOUN	108519	117.33
1047	kosa	NOUN	108490	117.30
1048	scena	NOUN	108340	117.14
1049	izrada	NOUN	108331	117.13
1050	ubiti	VERB	108312	117.11
1051	navijač	NOUN	108210	117.00
1052	slijediti	VERB	108126	116.91
1053	kretati	VERB	108022	116.80
1054	tehnički	ADJ	107960	116.73
1055	ustavan	ADJ	107843	116.60
1056	drugačiji	ADJ	107626	116.37
1057	Str.	NOUN	107590	116.33
1058	povratak	NOUN	107491	116.22
1059	demokratski	ADJ	107439	116.17
1060	kupac	NOUN	107415	116.14
1061	članica	NOUN	107326	116.04
1062	snažan	ADJ	107282	116.00
1063	vojnik	NOUN	107183	115.89
1064	projekat	NOUN	107181	115.89
1065	stvarno	ADV	107073	115.77
1066	zavod	NOUN	107014	115.71
1067	sposobnost	NOUN	106999	115.69
1068	pad	NOUN	106960	115.65
1069	kapacitet	NOUN	106920	115.60
1070	svrha	NOUN	106884	115.57
1071	prije	SCONJ	106828	115.51
1072	zid	NOUN	106823	115.50
1073	aktivan	ADJ	106709	115.38
1074	uticaj	NOUN	106709	115.38
1075	zrak	NOUN	106592	115.25
1076	nazivati	VERB	106575	115.23
1077	pružiti	VERB	106574	115.23
1078	visina	NOUN	106510	115.16
1079	učesnik	NOUN	106293	114.93
1080	turski	ADJ	106254	114.88
1081	pobijediti	VERB	106076	114.69
1082	bar	PART	106041	114.65
1083	poraz	NOUN	105966	114.57
1084	potpun	ADJ	105776	114.37
1085	potpisati	VERB	105313	113.87
1086	oktobar	NOUN	105287	113.84
1087	subota	NOUN	105250	113.80
1088	sjajan	ADJ	105133	113.67
1089	rasti	VERB	105107	113.64
1090	čuvati	VERB	104961	113.49
1091	nastavljati	VERB	104888	113.41
1092	izuzetno	ADV	104868	113.39
1093	npr.	PART	104736	113.24
1094	prije	ADV	104709	113.21
1095	prvak	NOUN	104706	113.21
1096	g	NOUN	104555	113.05
1097	zahvaljivati	ADV	104496	112.98
1098	dostupan	ADJ	104462	112.95
1099	odigrati	VERB	104391	112.87
1100	nastup	NOUN	104324	112.80
1101	misao	NOUN	104264	112.73
1102	četvrti	ADJ	104230	112.70
1103	gospodin	NOUN	104101	112.56
1104	KS	NOUN	104086	112.54
1105	ostatak	NOUN	104044	112.50
1106	obavljati	VERB	103970	112.42
1107	popularan	ADJ	103706	112.13
1108	uzimati	VERB	103571	111.98
1109	pas	NOUN	103559	111.97
1110	zelen	ADJ	103436	111.84
1111	barem	PART	103402	111.80
1112	forma	NOUN	103291	111.68
1113	negativan	ADJ	103262	111.65
1114	jedino	ADV	103143	111.52
1115	pravac	NOUN	103061	111.43
1116	kontakt	NOUN	103020	111.39
1117	poen	NOUN	102949	111.31
1118	|	X	102948	111.31
1119	slaviti	VERB	102660	111.00
1120	strategija	NOUN	102620	110.96
1121	uključivati	VERB	102617	110.95
1122	proizvođač	NOUN	102602	110.94
1123	dešavati	VERB	102588	110.92
1124	istovremeno	ADV	102568	110.90
1125	radnja	NOUN	102551	110.88
1126	stotina	NOUN	102534	110.86
1127	nijedan	ADJ	102435	110.76
1128	nesreća	NOUN	102254	110.56
1129	zadovoljan	ADJ	102231	110.53
1130	opasnost	NOUN	102153	110.45
1131	vjerski	ADJ	102113	110.41
1132	regionalan	ADJ	101896	110.17
1133	odlazak	NOUN	101830	110.10
1134	veličina	NOUN	101795	110.06
1135	kralj	NOUN	101785	110.05
1136	lik	NOUN	101651	109.91
1137	sunce	NOUN	101412	109.65
1138	istočni	ADJ	101376	109.61
1139	širok	ADP	101362	109.60
1140	ponekad	ADV	101212	109.43
1141	doktor	NOUN	101195	109.41
1142	svjestan	ADJ	101099	109.31
1143	globalan	ADJ	100884	109.08
1144	eto	PART	100769	108.95
1145	utvrditi	VERB	100765	108.95
1146	stoljeće	NOUN	100720	108.90
1147	um	NOUN	100705	108.88
1148	januar	NOUN	100691	108.87
1149	sastav	NOUN	100623	108.80
1150	osjetiti	VERB	100591	108.76
1151	saznati	VERB	100403	108.56
1152	povodom	ADP	100329	108.48
1153	podržati	VERB	100312	108.46
1154	turistički	ADJ	100182	108.32
1155	lopta	NOUN	100175	108.31
1156	nabavka	NOUN	100004	108.13
1157	uvek	ADV	99914	108.03
1158	dogovor	NOUN	99726	107.83
1159	povreda	NOUN	99230	107.29
1160	prošlost	NOUN	99098	107.15
1161	baza	NOUN	99014	107.06
1162	smanjenje	NOUN	99005	107.05
1163	dalek	ADJ	98829	106.86
1164	septembar	NOUN	98776	106.80
1165	naročito	ADV	98385	106.38
1166	greška	NOUN	98331	106.32
1167	entitet	NOUN	98330	106.32
1168	roba	NOUN	98312	106.30
1169	životinja	NOUN	98181	106.16
1170	prestati	VERB	98089	106.06
1171	redovan	ADJ	98045	106.01
1172	podržavati	VERB	98029	105.99
1173	skupina	NOUN	97766	105.71
1174	tačka	NOUN	97707	105.64
1175	ženski	ADJ	97645	105.58
1176	školski	ADJ	97558	105.48
1177	otvaranje	NOUN	96945	104.82
1178	zapad	NOUN	96922	104.79
1179	vozač	NOUN	96761	104.62
1180	budući	SCONJ	96703	104.56
1181	temelj	NOUN	96500	104.34
1182	čelo	NOUN	96304	104.13
1183	učenje	NOUN	96288	104.11
1184	putovanje	NOUN	96206	104.02
1185	konačno	ADV	95994	103.79
1186	l	NOUN	95904	103.69
1187	opcija	NOUN	95869	103.66
1188	maj	NOUN	95781	103.56
1189	manifestacija	NOUN	95715	103.49
1190	procedura	NOUN	95627	103.39
1191	struja	NOUN	95575	103.34
1192	praviti	VERB	95373	103.12
1193	forum	NOUN	95088	102.81
1194	liječenje	NOUN	94993	102.71
1195	uticati	VERB	94790	102.49
1196	požar	NOUN	94746	102.44
1197	povezati	ADJ	94548	102.23
1198	službenik	NOUN	94541	102.22
1199	slušati	VERB	94520	102.20
1200	podsjećati	VERB	94496	102.17
1201	brak	NOUN	94486	102.16
1202	povećati	VERB	94485	102.16
1203	tradicija	NOUN	94358	102.02
1204	izazvati	VERB	94329	101.99
1205	francuski	ADJ	94222	101.88
1206	primjena	NOUN	94156	101.80
1207	potpunost	NOUN	94147	101.79
1208	godišnji	ADJ	94101	101.74
1209	a	X	94042	101.68
1210	studija	NOUN	93791	101.41
1211	ustav	NOUN	93748	101.36
1212	trening	NOUN	93718	101.33
1213	test	NOUN	93624	101.23
1214	negdje	ADV	93582	101.18
1215	stran	ADJ	93500	101.09
1216	brinuti	VERB	93466	101.06
1217	stalan	ADJ	93361	100.94
1218	slab	ADJ	93321	100.90
1219	propis	NOUN	93127	100.69
1220	običan	ADJ	93087	100.65
1221	kriv	ADJ	92741	100.27
1222	jun	NOUN	92699	100.23
1223	blizina	NOUN	92655	100.18
1224	domaćin	NOUN	92642	100.17
1225	teorija	NOUN	92472	99.98
1226	rasprava	NOUN	92432	99.94
1227	prolaziti	VERB	92093	99.57
1228	braniti	VERB	92053	99.53
1229	istaknuti	VERB	92037	99.51
1230	cesta	NOUN	92004	99.48
1231	mandat	NOUN	91996	99.47
1232	decembar	NOUN	91666	99.11
1233	uzrok	NOUN	91605	99.05
1234	rijeka	NOUN	91485	98.92
1235	koronavirus	NOUN	91403	98.83
1236	svjedok	NOUN	91360	98.78
1237	svet	NOUN	91108	98.51
1238	poznavati	VERB	90922	98.31
1239	ulaziti	VERB	90918	98.30
1240	dijeliti	VERB	90904	98.29
1241	izložba	NOUN	90836	98.21
1242	dužnost	NOUN	90797	98.17
1243	namjera	NOUN	90684	98.05
1244	postojeći	ADJ	90638	98.00
1245	postavljati	VERB	90560	97.92
1246	sjediti	VERB	90535	97.89
1247	jul	NOUN	90469	97.82
1248	graditi	VERB	90443	97.79
1249	promet	NOUN	90394	97.74
1250	prisustvovati	VERB	90342	97.68
1251	promocija	NOUN	90283	97.62
1252	april	NOUN	90260	97.59
1253	konačan	ADJ	90234	97.56
1254	ubiti	ADJ	90138	97.46
1255	finale	NOUN	90126	97.45
1256	naknada	NOUN	90096	97.41
1257	ljeto	NOUN	90027	97.34
1258	zona	NOUN	90018	97.33
1259	zaustaviti	VERB	89964	97.27
1260	kad	ADV	89935	97.24
1261	zastupnik	NOUN	89916	97.22
1262	završiti	ADJ	89847	97.14
1263	zar	PART	89793	97.09
1264	brod	NOUN	89684	96.97
1265	mama	NOUN	89397	96.66
1266	zlatan	ADJ	89371	96.63
1267	utvrditi	ADJ	89343	96.60
1268	odredba	NOUN	89339	96.60
1269	aplikacija	NOUN	89315	96.57
1270	kretanje	NOUN	89281	96.53
1271	stvaran	ADJ	89169	96.41
1272	stopa	NOUN	89157	96.40
1273	napredak	NOUN	89117	96.36
1274	izgled	NOUN	89097	96.33
1275	izraziti	VERB	89092	96.33
1276	planirati	ADJ	89058	96.29
1277	topao	ADJ	89042	96.27
1278	postojanje	NOUN	89030	96.26
1279	plaćati	VERB	88984	96.21
1280	šuma	NOUN	88966	96.19
1281	moć	NOUN	88908	96.13
1282	region	NOUN	88901	96.12
1283	sumnja	NOUN	88822	96.04
1284	hotel	NOUN	88760	95.97
1285	zvijezda	NOUN	88684	95.89
1286	para	NOUN	88609	95.81
1287	dubok	ADJ	88384	95.56
1288	konkretan	ADJ	88362	95.54
1289	spriječiti	VERB	88208	95.37
1290	doživjeti	VERB	88185	95.35
1291	kilometar	NOUN	88172	95.33
1292	doprinos	NOUN	88133	95.29
1293	važnost	NOUN	88123	95.28
1294	donji	ADJ	88101	95.26
1295	naslov	NOUN	88025	95.17
1296	nazvati	VERB	88024	95.17
1297	briga	NOUN	87977	95.12
1298	dovoljan	ADJ	87851	94.99
1299	duhovan	ADJ	87838	94.97
1300	II.	ADJ	87772	94.90
1301	supruga	NOUN	87666	94.79
1302	početkom	ADP	87608	94.72
1303	privredni	ADJ	87537	94.65
1304	medijski	ADJ	87504	94.61
1305	odgovarajući	ADJ	87485	94.59
1306	okolnost	NOUN	87462	94.57
1307	mada	SCONJ	87452	94.56
1308	naveden	ADJ	87416	94.52
1309	ponedjeljak	NOUN	87153	94.23
1310	ekonomija	NOUN	87079	94.15
1311	podnijeti	VERB	86981	94.05
1312	tačno	ADV	86979	94.04
1313	krajem	ADP	86810	93.86
1314	koncert	NOUN	86428	93.45
1315	priznanje	NOUN	86311	93.32
1316	padati	VERB	86308	93.32
1317	nastojati	VERB	86263	93.27
1318	hladan	ADJ	86238	93.24
1319	and	X	86213	93.22
1320	povijest	NOUN	86078	93.07
1321	nezavisan	ADJ	86032	93.02
1322	karta	NOUN	86023	93.01
1323	zadovoljstvo	NOUN	85810	92.78
1324	pregovor	NOUN	85772	92.74
1325	osim	SCONJ	85530	92.48
1326	tradicionalan	ADJ	85300	92.23
1327	titula	NOUN	85180	92.10
1328	sudski	ADJ	85158	92.07
1329	utjecaj	NOUN	85140	92.06
1330	ponuditi	VERB	85111	92.02
1331	pogotovo	ADV	85045	91.95
1332	sv.	ADJ	84961	91.86
1333	umjetnost	NOUN	84894	91.79
1334	nacija	NOUN	84837	91.73
1335	institut	NOUN	84769	91.65
1336	prepoznati	VERB	84706	91.59
1337	dozvola	NOUN	84682	91.56
1338	vrednost	NOUN	84673	91.55
1339	reforma	NOUN	84649	91.52
1340	sklop	NOUN	84610	91.48
1341	postaviti	ADJ	84604	91.48
1342	zadržati	VERB	84570	91.44
1343	pustiti	VERB	84501	91.36
1344	lak	ADJ	84387	91.24
1345	birati	VERB	84378	91.23
1346	dovoditi	VERB	84289	91.14
1347	slati	VERB	84270	91.11
1348	isključivo	ADV	84264	91.11
1349	gornji	ADJ	84202	91.04
1350	opasan	ADJ	84172	91.01
1351	ukazivati	VERB	84112	90.94
1352	večeras	ADV	84065	90.89
1353	skup	ADJ	83888	90.70
1354	stil	NOUN	83857	90.67
1355	nekad	ADV	83804	90.61
1356	prof.	NOUN	83772	90.58
1357	tzv.	ADJ	83736	90.54
1358	meso	NOUN	83665	90.46
1359	sl.	ADV	83568	90.36
1360	masa	NOUN	83353	90.12
1361	stadion	NOUN	83148	89.90
1362	GIF	X	83137	89.89
1363	izvan	ADP	83034	89.78
1364	učešće	NOUN	83013	89.76
1365	razvijati	VERB	83010	89.75
1366	emisija	NOUN	82954	89.69
1367	svatko	PRON	82954	89.69
1368	svjetlo	NOUN	82867	89.60
1369	izraz	NOUN	82777	89.50
1370	nestati	VERB	82619	89.33
1371	mrtav	ADJ	82558	89.26
1372	nikako	ADV	82508	89.21
1373	trag	NOUN	82467	89.17
1374	zahtijevati	VERB	82394	89.09
1375	sindikat	NOUN	82327	89.01
1376	vjernik	NOUN	82306	88.99
1377	odbiti	VERB	82290	88.97
1378	avion	NOUN	82233	88.91
1379	web	NOUN	82167	88.84
1380	moment	NOUN	82114	88.78
1381	profesionalan	ADJ	82001	88.66
1382	vatra	NOUN	81816	88.46
1383	odlaziti	VERB	81736	88.38
1384	zakonski	ADJ	81567	88.19
1385	devet	NUM	81477	88.10
1386	tjedan	NOUN	81396	88.01
1387	trenutan	ADJ	81391	88.00
1388	post	NOUN	81247	87.85
1389	zdravstvo	NOUN	81235	87.83
1390	muzika	NOUN	81191	87.79
1391	reći	ADJ	81125	87.71
1392	prijetnja	NOUN	81043	87.63
1393	pogoditi	VERB	80992	87.57
1394	engleski	ADJ	80842	87.41
1395	biljka	NOUN	80768	87.33
1396	navodno	ADV	80743	87.30
1397	aktuelan	ADJ	80645	87.20
1398	skup	NOUN	80514	87.05
1399	južan	ADJ	80435	86.97
1400	čast	NOUN	80386	86.92
1401	februar	NOUN	80376	86.90
1402	historija	NOUN	80304	86.83
1403	prijaviti	VERB	80205	86.72
1404	lični	ADJ	80097	86.60
1405	privreda	NOUN	79993	86.49
1406	predvidjeti	ADJ	79958	86.45
1407	policajac	NOUN	79908	86.40
1408	kupovina	NOUN	79898	86.39
1409	mlijeko	NOUN	79882	86.37
1410	okruženje	NOUN	79864	86.35
1411	generalan	ADJ	79858	86.34
1412	prodati	VERB	79815	86.30
1413	kredit	NOUN	79783	86.26
1414	usprkos	ADP	79776	86.26
1415	britanski	ADJ	79699	86.17
1416	večer	NOUN	79496	85.95
1417	pak	PART	79438	85.89
1418	odbrana	NOUN	79431	85.88
1419	vremenski	ADJ	79285	85.72
1420	omogućavati	VERB	79277	85.72
1421	hitan	ADJ	79076	85.50
1422	identitet	NOUN	79015	85.43
1423	desni	ADJ	78972	85.39
1424	napor	NOUN	78808	85.21
1425	novembr	NOUN	78731	85.13
1426	izlaziti	VERB	78695	85.09
1427	upravan	ADJ	78647	85.04
1428	pripremiti	VERB	78619	85.00
1429	zabrana	NOUN	78608	84.99
1430	spavati	VERB	78593	84.98
1431	korupcija	NOUN	78552	84.93
1432	obala	NOUN	78547	84.93
1433	prozor	NOUN	78517	84.89
1434	suradnja	NOUN	78450	84.82
1435	stavljati	VERB	78423	84.79
1436	bojati	VERB	78299	84.66
1437	zlo	NOUN	78298	84.66
1438	kineski	ADJ	78278	84.64
1439	pametan	ADJ	78232	84.59
1440	ulazak	NOUN	78199	84.55
1441	dječak	NOUN	78189	84.54
1442	zanimati	VERB	78056	84.40
1443	deo	NOUN	77799	84.12
1444	županija	NOUN	77682	83.99
1445	stol	NOUN	77656	83.96
1446	usvojiti	VERB	77571	83.87
1447	nekako	ADV	77557	83.86
1448	steći	VERB	77492	83.79
1449	nastava	NOUN	77473	83.77
1450	sudija	NOUN	77422	83.71
1451	koristan	ADJ	77373	83.66
1452	ispuniti	VERB	77213	83.48
1453	voziti	VERB	77204	83.47
1454	turizam	NOUN	77200	83.47
1455	okrenuti	VERB	77112	83.38
1456	sudbina	NOUN	76934	83.18
1457	ubistvo	NOUN	76902	83.15
1458	potez	NOUN	76900	83.15
1459	odrediti	VERB	76867	83.11
1460	djelatnost	NOUN	76865	83.11
1461	simptom	NOUN	76818	83.06
1462	karakter	NOUN	76713	82.94
1463	kanal	NOUN	76696	82.93
1464	uvesti	VERB	76586	82.81
1465	komad	NOUN	76574	82.79
1466	plata	NOUN	76292	82.49
1467	razdoblje	NOUN	76235	82.43
1468	izabrati	VERB	76228	82.42
1469	misija	NOUN	76216	82.41
1470	studij	NOUN	76211	82.40
1471	podići	VERB	76197	82.39
1472	porez	NOUN	76142	82.33
1473	gubiti	VERB	76136	82.32
1474	park	NOUN	76136	82.32
1475	sjeverni	ADJ	76136	82.32
1476	protest	NOUN	76121	82.30
1477	četvrtak	NOUN	76005	82.18
1478	optužiti	ADJ	76001	82.17
1479	nebo	NOUN	75984	82.16
1480	vezati	ADJ	75984	82.16
1481	srijeda	NOUN	75973	82.14
1482	platforma	NOUN	75915	82.08
1483	odmor	NOUN	75892	82.06
1484	plaća	NOUN	75889	82.05
1485	Z	X	75849	82.01
1486	dodatno	ADV	75810	81.97
1487	nekada	ADV	75807	81.96
1488	organizirati	VERB	75764	81.92
1489	ponovno	ADV	75559	81.70
1490	spominjati	VERB	75550	81.69
1491	udar	NOUN	75493	81.62
1492	predati	VERB	75483	81.61
